% u
@RELATION anthropometry

@ATTRIBUTE Peaks-HipRight_KneeRight REAL
@ATTRIBUTE Valleys-HipRight_KneeRight REAL
@ATTRIBUTE Peaks-KneeRight_AnkleRight REAL
@ATTRIBUTE Valleys-KneeRight_AnkleRight REAL
@ATTRIBUTE Peaks-AnkleRight_FootRight REAL
@ATTRIBUTE Valleys-AnkleRight_FootRight REAL
@ATTRIBUTE StrideLength REAL
@ATTRIBUTE StrideWidth REAL
@ATTRIBUTE CycleTime REAL
@ATTRIBUTE Velocity REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
4.31361558993,-18.9498937298,31.5377604385,12.4621537495,73.9299684034,36.8819201939,0.457173063291,0.139590443114,0.417948717949,1.09384966064,0
8.20698370444,-17.8880898695,30.4190447034,10.0184970562,69.5539020083,39.9877685439,0.382513842857,0.130988,0.401904761905,0.951752452607,0
5.71251028444,-16.840102305,35.6228408231,14.1325440746,73.185884422,33.2308357901,0.317855652778,0.149309571856,0.307407407407,1.03398826807,0
5.28887150161,-77.8272441628,48.7891831508,12.0546534521,74.4993779827,35.4666645064,0.643987376238,0.138026495463,0.358666666667,1.79550383709,0
2.28168752386,-22.4679702867,30.327739358,10.2833450621,72.4493649544,35.496095454,0.347788204301,0.144816359281,0.359420289855,0.96763653616,0
5.23065688481,-16.026494316,32.2561279771,14.6547156732,73.4927705854,46.8867134037,0.400778609756,0.116314663636,0.445528455285,0.899557828467,0
16.2781109127,-4.07649624025,29.1826339936,10.0363217331,73.083897498,40.2501250166,0.481694035714,0.0860654758065,0.383333333333,1.25659313665,1
15.2391153315,-7.2613963864,28.6102820651,12.674023284,76.3850403012,52.0372731256,0.430138425,0.08181061875,0.395,1.08895803797,1
16.1925211221,-4.60736047254,29.2654433521,11.2428477343,74.3220302046,48.3242793901,0.3767971,0.0771842848485,0.362962962963,1.03811445918,1
14.498738143,-0.381942143505,27.8684697028,8.69566412073,78.2990223542,53.8517077325,0.375887435897,0.100787670146,0.406837606838,0.923925,1
11.2107894147,-9.43095227922,33.5898044933,10.6815813376,69.130582853,40.7748528467,0.55700423913,0.131735063492,0.450724637681,1.2357971865,3
9.56861184911,-8.40498438543,33.4514078385,10.3208690231,72.1373205422,39.7875101196,0.567936403846,0.123106365535,0.471794871795,1.20377824728,3
9.236749952,-63.6500393914,38.4738895042,11.1883933925,74.6341323238,41.5921668119,0.670708090909,0.119104243902,0.406060606061,1.65174380597,3
8.48057002045,-10.2977082439,50.620168072,26.0861453824,80.6273619178,67.0392602411,0.316953864407,0.191502290566,0.296551724138,1.06879791486,3
5.76896748878,-19.1678423485,31.3672904092,11.3057640487,72.786579981,42.9732665057,0.6255574,0.126430148825,0.498666666667,1.25446002674,3
8.28379824372,-70.3332681652,43.438583143,11.6572025271,74.1105182051,47.0427537638,0.744265826087,0.121142347188,0.385294117647,1.93168229671,3
11.9670610653,-74.7363608307,42.6880065868,15.400722126,79.7193220482,49.522580744,0.480170862745,0.131232981416,0.29186351706,1.64518973656,5
8.75450897664,-85.6516908265,44.8107253053,16.296220973,76.9126322909,39.3150341686,0.523047521327,0.116912667745,0.292380952381,1.78892474721,5
10.8958636442,-63.0731027558,37.9745107935,13.0613361794,76.5975276631,40.7860653437,0.458292,0.125621347222,0.32602739726,1.40568554622,5
