% u
@RELATION anthropometry

@ATTRIBUTE ShoulderCenter_ShoulderRight REAL
@ATTRIBUTE ShoulderRight_ElbowRight REAL
@ATTRIBUTE ElbowRight_WristRight REAL
@ATTRIBUTE WristRight_HandRight REAL
@ATTRIBUTE HipCenter_HipRight REAL
@ATTRIBUTE HipRight_KneeRight REAL
@ATTRIBUTE KneeRight_AnkleRight REAL
@ATTRIBUTE AnkleRight_FootRight REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
0.222971485628,0.317535677114,0.260865847095,0.0750549893695,0.0724428005262,0.435597715625,0.357309593455,0.0831568166612,1
0.189829982863,0.289469629856,0.262832008028,0.115138181232,0.0785371023477,0.488446937308,0.351235402461,0.0816482624937,1
0.223127111776,0.302286288773,0.292101853423,0.0731775293312,0.0705454900127,0.445657005671,0.360490127693,0.0833211867771,1
0.190650588223,0.290276220324,0.254975590288,0.0990688364888,0.0784913703641,0.490323656917,0.35932791563,0.0837980329794,1
0.225074137342,0.278440473945,0.255403166461,0.0718311555146,0.0579522845776,0.419213429328,0.366428837145,0.0941755950573,4
0.256205030338,0.270345684713,0.257928078321,0.074653205661,0.06812021029,0.420199414806,0.371883390598,0.0895029428495,4
0.197215640257,0.26624296195,0.248867663101,0.0744390212928,0.0679304945602,0.434662462782,0.373955641027,0.0909115004366,4
0.219316134209,0.270590642747,0.255415930426,0.0710705386368,0.0563686360441,0.430179843561,0.368756525641,0.0865900483036,4
0.256940652636,0.259373152334,0.246916504789,0.0690276357018,0.0687272815451,0.419940193186,0.371237234621,0.0871754800544,4
0.196978096584,0.256361234081,0.270561984791,0.0823434893696,0.0934949474108,0.43714456978,0.385518267206,0.0826954906884,5
0.201444603853,0.253998370525,0.280810405228,0.0714824845056,0.0839906569354,0.44454865976,0.387124541148,0.0834525865122,5
0.20684314274,0.208336750012,0.262872601659,0.0701826172797,0.0928693059912,0.454971208396,0.385423489299,0.0835520772891,5
0.187731281133,0.262145942913,0.245701517271,0.0731835393134,0.069769622278,0.461294573175,0.375850769826,0.0874274772825,6
0.232602494734,0.255483678607,0.271493318303,0.0683194825505,0.0774585038594,0.464644069783,0.382401237457,0.0873963478305,6
0.229698972062,0.242390184805,0.247502397244,0.0875399995169,0.0747440877278,0.472514976322,0.376635066148,0.0877511286736,6
0.186729120868,0.292730812079,0.290005213769,0.0963227179943,0.0742946013902,0.469609134849,0.383344270067,0.0852357689908,6
% 
% 
% 
