% u
@RELATION anthropometry

@ATTRIBUTE Peaks-HipRight_KneeRight REAL
@ATTRIBUTE Valleys-HipRight_KneeRight REAL
@ATTRIBUTE Peaks-KneeRight_AnkleRight REAL
@ATTRIBUTE Valleys-KneeRight_AnkleRight REAL
@ATTRIBUTE Peaks-AnkleRight_FootRight REAL
@ATTRIBUTE Valleys-AnkleRight_FootRight REAL
@ATTRIBUTE Peaks-HipLeft_KneeLeft REAL
@ATTRIBUTE Valleys-HipLeft_KneeLeft REAL
@ATTRIBUTE Peaks-KneeLeft_AnkleLeft REAL
@ATTRIBUTE Valleys-KneeLeft_AnkleLeft REAL
@ATTRIBUTE Peaks-AnkleLeft_FootLeft REAL
@ATTRIBUTE Valleys-AnkleLeft_FootLeft REAL
@ATTRIBUTE StrideLength REAL
@ATTRIBUTE StrideWidth REAL
@ATTRIBUTE CycleTime REAL
@ATTRIBUTE Velocity REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
14.8416922282,-14.221735776,30.8914791795,3.16461846378,59.0908419182,31.4688442796,21.1318562912,-7.7437244306,30.4640446745,7.05084391811,59.7551385705,20.9422563656,1.12560662768,0.148820880699,1.00555555556,1.11938780653,7
11.9064523012,-15.990728274,29.2157115631,3.44441613001,65.1897435607,38.028422918,18.3348077091,-13.6891365334,28.4786019814,6.64220960993,69.4591249926,39.518282555,0.933830854545,0.14307384768,0.906666666667,1.02996050134,7
11.1860687417,-17.17341837,33.1329655756,5.769677103,52.5446698599,18.0922513201,21.8384112065,-7.81454013057,32.3883034199,6.03926333773,51.3975707303,13.7929284407,0.873005998423,0.164701108127,0.998039215686,0.874721137909,7
13.9871283773,-18.7032603958,31.7014068586,6.52579319453,54.0338826934,22.8310613143,22.1846576389,-8.65386056112,34.9064371092,8.29535763349,59.8927295919,15.3794117368,0.819493108427,0.15353547628,0.947916666667,0.864520202297,7
11.6348172168,-10.5758727597,33.7169312522,8.23803363521,57.181428647,29.5476879049,21.0314058595,-10.8701324807,32.5944571949,7.03130318552,61.3937772703,17.2002891206,0.70687922025,0.152721059427,0.857894736842,0.823969643236,7
14.1488615665,-13.8257682084,26.3193020836,4.17653883204,61.8962191134,33.3708389349,16.2135989766,-16.2158591099,37.4691700475,8.59165566499,55.7119004593,20.2496082242,1.2888140714,0.0992405534476,0.855555555556,1.50640605747,8
15.1988778173,-14.9141726499,30.2618239341,5.68993282951,52.3142919068,25.870477626,18.1655816769,-17.4538772653,34.1977490755,9.55870421277,49.9783917934,16.9607510034,1.25425890331,0.104365201325,0.980555555556,1.2791308929,8
19.8723386978,-18.0291329369,29.3351338985,7.33819551228,62.7300048428,19.4936105196,20.4912054,-15.2962338806,39.5597046093,11.807153986,48.0522109425,20.7702452028,1.10855188526,0.117608965678,0.825,1.34369925486,8
8.84870316322,-11.905841365,23.7870627455,6.14834889512,49.8333755029,21.0691164854,13.0807775813,-11.2328388866,22.0455016863,4.76031726343,43.2192530352,22.5589440889,0.62230357659,0.108669223312,0.904761904762,0.687809216231,9
22.9660409585,-20.8598291592,31.7852128227,2.85291318516,49.8989639955,24.0971092219,28.0369626259,-10.8520475327,33.0755014309,8.12234257124,46.1693982984,21.381393693,1.05315717165,0.0962462766941,0.98,1.07465017515,9
15.2974922424,-16.0657580692,29.8517460455,4.16758259672,62.3149622496,23.538818234,20.3601384015,-14.5231787369,33.3360484844,8.68725698692,51.8970939438,25.9357573247,0.891895260295,0.117755227266,0.883333333333,1.0096927475,9
21.3070983894,-17.0759767794,34.8829518995,3.47328215876,61.2578865972,22.0217959845,26.5390202587,-14.8142878978,30.483693103,8.47478633944,54.2842480014,20.5463811494,1.25049859544,0.0770395281993,1.13333333333,1.10338111362,9
9.08315067712,-8.74303361743,28.7547455657,4.26370976975,69.899154604,43.1092759321,18.5832095636,-15.1476220421,35.8638368362,6.75324263883,72.3103982265,37.7750357174,0.671366013581,0.0920265811844,0.793939393939,0.845613681228,13
6.02111386513,-13.9723736246,24.7379015659,5.394301303,56.9551270529,28.204163773,15.3637489639,-11.7642689101,33.4167564625,7.88465887842,54.2330438607,15.788221504,0.985267306915,0.132348245857,1.0,0.985267306915,13
6.41689995964,-7.54613990092,28.1472704488,4.30241087628,61.1379201976,29.314188409,15.3308011927,-13.5474188692,34.5881064523,8.52542750583,63.4719289096,17.2285784469,0.968661035642,0.118723635285,0.935416666667,1.03553963721,13
8.09252984736,-14.7609550797,26.0396257872,4.77819752686,56.1937912364,23.0322313652,14.0270671749,-12.1814841464,34.4259298019,6.82566837644,55.9717084818,11.8912501727,0.823178064394,0.119039686529,0.833333333333,0.987813677273,13
% 
% 
% 
